number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
3546,306,4,5,763.1,964.4,0.8,114.08,34.84,104.3,74,400,95,120,tim_ferriss_smash_fear_learn_anything,https://hls.ted.com/project_masters/2100/manifest.m3u8?intro_master_id=9294,5,Best of Web,"Smash fear, learn anything",2008-12-05,en,Tim Ferriss,964,https://www.ted.com/talks/tim_ferriss_smash_fear_learn_anything,4348368,0.554,0.281,0.0,0.165,2009-04-15T11:43:00Z,517,"Smash fear, learn anything"
3121,580,3,5,587.4,1080.0,0.5,165.02,49.73,154.4,71,417,130,187,david_r_dow_lessons_from_death_row_inmates,https://hls.ted.com/project_masters/869/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Lessons from death row inmates,2012-02-11,en,David R. Dow,1079,https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates,4353475,0.17,0.713,0.041,0.076,2012-06-18T15:21:45Z,1480,Lessons from death row inmates
2118,239,3,5,459.0,673.1,0.7,117.37,23.29,112.9,80,399,105,123,zachary_r_wood_why_it_s_worth_listening_to_people_you_disagree_with,https://hls.ted.com/project_masters/3678/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why it's worth listening to people you disagree with,2018-04-10,en,Zachary R. Wood,673,https://www.ted.com/talks/zachary_r_wood_why_it_s_worth_listening_to_people_you_disagree_with,4340214,0.13,0.056,0.691,0.123,2018-04-19T14:53:35Z,14613,Why it's worth listening to people you disagree with
2719,344,3,4,668.1,880.4,0.8,141.34,36.49,131.6,69,399,116,159,kai_fu_lee_how_ai_can_save_our_humanity,https://hls.ted.com/project_masters/3235/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How AI can save our humanity,2018-04-10,en,Kai-Fu Lee,880,https://www.ted.com/talks/kai_fu_lee_how_ai_can_save_our_humanity,4347736,0.142,0.213,0.528,0.117,2018-08-13T14:56:28Z,20368,How AI can save our humanity
1982,244,3,5,429.9,664.0,0.6,153.47,37.71,144.0,69,400,129,169,george_blair_west_3_ways_to_build_a_happy_marriage_and_avoid_divorce,https://hls.ted.com/project_masters/106/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,3 ways to build a happy marriage and avoid divorce,2017-12-01,en,George Blair-West,663,https://www.ted.com/talks/george_blair_west_3_ways_to_build_a_happy_marriage_and_avoid_divorce,4331352,0.196,0.161,0.478,0.165,2019-01-14T20:54:11Z,31375,3 ways to build a happy marriage and avoid divorce
3069,338,4,5,601.0,834.4,0.7,241.2,61.02,235.2,74,424,196,282,emily_balcetis_why_some_people_find_exercise_harder_than_others,https://hls.ted.com/project_masters/2357/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Why some people find exercise harder than others,2014-11-01,en,Emily Balcetis,834,https://www.ted.com/talks/emily_balcetis_why_some_people_find_exercise_harder_than_others,4324488,0.43,0.125,0.204,0.241,2014-11-25T16:06:32Z,2140,Why some people find exercise harder than others
2678,295,3,4,619.8,773.4,0.8,227.38,61.88,218.1,78,423,182,267,wendy_suzuki_the_brain_changing_benefits_of_exercise,https://hls.ted.com/project_masters/3091/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The brain-changing benefits of exercise,2017-11-01,en,Wendy Suzuki,773,https://www.ted.com/talks/wendy_suzuki_the_brain_changing_benefits_of_exercise,18639902,0.144,0.601,0.17,0.085,2018-02-28T15:39:40Z,10362,The brain-changing benefits of exercise
3802,300,3,4,904.7,1126.7,0.8,136.14,48.12,125.4,77,421,111,142,hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance,https://hls.ted.com/project_masters/2372/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"The new bionics that let us run, climb and dance",2014-03-12,en,Hugh Herr,1126,https://www.ted.com/talks/hugh_herr_the_new_bionics_that_let_us_run_climb_and_dance,18488223,0.123,0.825,0.021,0.031,2014-03-28T12:12:15Z,1959,"The new bionics that let us run, climb and dance"
2710,367,3,5,555.5,888.5,0.6,141.87,45.22,131.4,78,418,110,161,rutger_bregman_poverty_isn_t_a_lack_of_character_it_s_a_lack_of_cash,https://hls.ted.com/project_masters/2863/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Poverty isn't a lack of character; it's a lack of cash,2017-04-24,en,Rutger Bregman,888,https://www.ted.com/talks/rutger_bregman_poverty_isn_t_a_lack_of_character_it_s_a_lack_of_cash,4316871,0.226,0.455,0.222,0.097,2017-05-22T15:06:14Z,2785,Poverty isn't a lack of character; it's a lack of cash
2571,323,3,4,582.8,939.9,0.6,193.95,46.15,185.4,68,416,163,216,valorie_kondos_field_why_winning_doesn_t_always_equal_success,https://hls.ted.com/project_masters/2245/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why winning doesn't always equal success,2019-12-04,en,Valorie Kondos Field,939,https://www.ted.com/talks/valorie_kondos_field_why_winning_doesn_t_always_equal_success,4321626,0.076,0.05,0.814,0.06,2019-12-20T15:51:39Z,54838,Why winning doesn't always equal success
1141,124,4,5,227.6,315.5,0.7,220.82,54.85,215.3,70,421,184,255,marily_oppezzo_want_to_be_more_creative_go_for_a_walk,https://hls.ted.com/project_masters/3049/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Want to be more creative? Go for a walk,2017-04-23,en,Marily Oppezzo,315,https://www.ted.com/talks/marily_oppezzo_want_to_be_more_creative_go_for_a_walk,4309874,0.235,0.089,0.48,0.196,2018-01-11T20:47:48Z,8423,Want to be more creative? Go for a walk
2502,293,4,5,552.2,706.0,0.8,198.08,52.46,190.8,72,420,160,227,charlie_jane_anders_go_ahead_dream_about_the_future,https://hls.ted.com/project_masters/2414/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Go ahead, dream about the future",2019-12-04,en,Charlie Jane Anders,705,https://www.ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future,4315192,0.033,0.028,0.903,0.036,2020-03-20T14:50:16Z,60752,"Go ahead, dream about the future"
2199,302,3,5,458.8,681.9,0.7,144.33,39.15,137.6,78,415,121,159,wanis_kabbaj_what_a_driverless_world_could_look_like,https://hls.ted.com/project_masters/2702/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,What a driverless world could look like,2016-09-15,en,Wanis Kabbaj,681,https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like,4307229,0.141,0.585,0.158,0.116,2016-10-24T15:15:37Z,2609,What a driverless world could look like
3029,331,3,5,660.1,872.5,0.8,135.5,36.6,124.7,72,406,116,142,j_d_vance_america_s_forgotten_working_class,https://hls.ted.com/project_masters/2686/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,America's forgotten working class,2016-09-07,en,J.D. Vance,872,https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class,4306967,0.104,0.371,0.462,0.063,2016-09-26T15:22:05Z,2588,America's forgotten working class
1143,34,3,4,314.2,336.8,0.9,117.28,28.19,109.7,73,388,95,135,krishna_sudhir_what_yoga_does_to_your_body_and_brain,https://hls.ted.com/project_masters/5627/manifest.m3u8,3,TED-Ed Original,What yoga does to your body and brain,2020-06-18,en,Krishna Sudhir,336,https://www.ted.com/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain,4283004,0.084,0.901,0.0,0.015,2020-06-18T15:56:37Z,64360,What yoga does to your body and brain
3194,378,4,5,615.2,903.9,0.7,203.82,58.05,196.3,69,421,162,237,dan_ariely_how_to_change_your_behavior_for_the_better,https://hls.ted.com/project_masters/650/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner), How to change your behavior for the better,2019-06-06,en,Dan Ariely,903,https://www.ted.com/talks/dan_ariely_how_to_change_your_behavior_for_the_better,4301514,0.092,0.14,0.667,0.101,2019-11-18T15:59:53Z,50957, How to change your behavior for the better
1197,31,4,4,275.5,292.9,0.9,119.05,42.48,108.2,72,398,95,131,eden_girma_the_mysterious_life_and_death_of_rasputin,https://hls.ted.com/project_masters/5116/manifest.m3u8,3,TED-Ed Original,,2020-01-07,en,Eden Girma,292,https://www.ted.com/talks/eden_girma_the_mysterious_life_and_death_of_rasputin,4279420,0.012,0.984,0.0,0.004,2020-01-08T18:06:59Z,55593,The mysterious life and death of Rasputin
4735,448,4,5,999.3,1303.0,0.8,128.06,35.44,117.5,72,400,104,143,richard_dawkins_why_the_universe_seems_so_strange,https://hls.ted.com/project_masters/1531/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why the universe seems so strange,2005-07-07,en,Richard Dawkins,1302,https://www.ted.com/talks/richard_dawkins_why_the_universe_seems_so_strange,4281427,0.28,0.608,0.014,0.098,2006-09-12T00:11:00Z,98,Why the universe seems so strange
3205,318,3,4,772.5,982.5,0.8,131.16,36.61,123.1,71,411,109,143,rick_doblin_the_future_of_psychedelic_assisted_psychotherapy,https://hls.ted.com/project_masters/3909/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The future of psychedelic-assisted psychotherapy,2019-04-15,en,Rick Doblin,982,https://www.ted.com/talks/rick_doblin_the_future_of_psychedelic_assisted_psychotherapy,4272101,0.088,0.1,0.758,0.054,2019-07-09T14:51:49Z,44372,The future of psychedelic-assisted psychotherapy
4574,584,3,5,1007.0,1377.7,0.7,116.95,40.57,106.4,64,401,93,125,jim_simons_the_mathematician_who_cracked_wall_street,https://hls.ted.com/project_masters/6228/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The mathematician who cracked Wall Street,2015-03-17,en,Jim Simons,1377,https://www.ted.com/talks/jim_simons_the_mathematician_who_cracked_wall_street,4270614,0.122,0.678,0.112,0.088,2015-09-03T15:01:31Z,2323,The mathematician who cracked Wall Street
1136,43,4,4,274.3,298.5,0.9,130.52,56.71,112.6,72,423,94,139,g_richard_scott_why_do_we_have_crooked_teeth_when_our_ancestors_didn_t,https://hls.ted.com/project_masters/8480/manifest.m3u8,3,TED-Ed Original,,2023-05-02,en,G. Richard Scott,298,https://www.ted.com/talks/g_richard_scott_why_do_we_have_crooked_teeth_when_our_ancestors_didn_t,4267341,0.009,0.991,0.0,0.0,2023-05-02T15:07:08Z,110634,Why do we have crooked teeth when our ancestors didn't?
2513,299,3,5,539.4,755.0,0.7,183.13,50.76,176.6,79,398,146,214,sergiu_p_pasca_how_we_re_reverse_engineering_the_human_brain_in_the_lab,https://hls.ted.com/project_masters/8013/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2022-04-10,en,Sergiu P. Pasca,754,https://www.ted.com/talks/sergiu_p_pasca_how_we_re_reverse_engineering_the_human_brain_in_the_lab,4265757,0.476,0.039,0.461,0.024,2022-08-24T14:51:40Z,95711,How we're reverse engineering the human brain in the lab
761,22,4,4,185.0,197.7,0.9,123.6,43.43,107.3,74,399,94,138,erez_garty_football_physics_the_impossible_free_kick,https://hls.ted.com/project_masters/4777/manifest.m3u8,3,TED-Ed Original,"Football physics: The ""impossible"" free kick",2015-06-15,en,Erez Garty,197,https://www.ted.com/talks/erez_garty_football_physics_the_impossible_free_kick,4253859,0.02,0.977,0.0,0.003,2019-03-15T17:09:28Z,24219,"Football physics: The ""impossible"" free kick"
2219,235,4,5,457.8,627.0,0.7,137.73,31.98,131.1,72,399,116,152,jonny_sun_you_are_not_alone_in_your_loneliness,https://hls.ted.com/project_masters/546/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,You are not alone in your loneliness,2019-04-15,en,Jonny Sun,626,https://www.ted.com/talks/jonny_sun_you_are_not_alone_in_your_loneliness,4260647,0.144,0.098,0.558,0.2,2019-06-27T14:58:35Z,44696,You are not alone in your loneliness
1567,64,4,4,359.1,407.1,0.9,149.55,54.75,135.7,68,404,112,172,eric_liu_how_to_understand_power,https://hls.ted.com/project_masters/4585/manifest.m3u8,3,TED-Ed Original,How to understand power,2014-11-04,en,Eric Liu,407,https://www.ted.com/talks/eric_liu_how_to_understand_power,4253852,0.111,0.885,0.0,0.004,2017-09-07T20:39:32Z,2751,How to understand power
2123,211,3,5,445.9,633.2,0.7,161.37,39.06,157.1,71,398,135,182,joseph_desimone_what_if_3d_printing_was_100x_faster,https://hls.ted.com/project_masters/3798/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What if 3D printing was 100x faster?,2015-03-16,en,Joseph DeSimone,633,https://www.ted.com/talks/joseph_desimone_what_if_3d_printing_was_100x_faster,4251702,0.227,0.572,0.112,0.089,2015-03-19T18:37:34Z,2216,What if 3D printing was 100x faster?
1057,24,4,4,265.1,279.0,0.9,119.65,41.29,107.3,71,399,96,130,neil_r_jeyasingam_how_do_antidepressants_work,https://hls.ted.com/project_masters/5971/manifest.m3u8,3,TED-Ed Original,How do antidepressants work?,2021-03-18,en,Neil R. Jeyasingam,278,https://www.ted.com/talks/neil_r_jeyasingam_how_do_antidepressants_work,4250899,0.016,0.982,0.0,0.002,2021-03-18T19:11:08Z,73325,How do antidepressants work?
1128,23,4,4,265.8,280.3,0.9,158.63,45.44,152.1,71,398,129,183,antara_raychaudhuri_and_iseult_gillespie_the_legend_of_annapurna_hindu_goddess_of_nourishment,https://hls.ted.com/project_masters/5137/manifest.m3u8,3,TED-Ed Original,"The legend of Annapurna, Hindu goddess of nourishment ",2020-02-13,en,Antara Raychaudhuri and Iseult Gillespie,280,https://www.ted.com/talks/antara_raychaudhuri_and_iseult_gillespie_the_legend_of_annapurna_hindu_goddess_of_nourishment,4242363,0.011,0.985,0.0,0.004,2020-02-13T16:05:42Z,57706,"The legend of Annapurna, Hindu goddess of nourishment "
941,75,3,4,214.7,270.3,0.8,171.68,45.91,160.3,80,396,138,196,ted_ed_why_do_women_have_periods,https://hls.ted.com/project_masters/5558/manifest.m3u8,3,TED-Ed Original,Why do women have periods?,2015-10-19,en,TED-Ed,270,https://www.ted.com/talks/ted_ed_why_do_women_have_periods,18203188,0.044,0.954,0.0,0.002,2019-03-22T18:34:41Z,24266,Why do women have periods?
4580,458,4,5,916.4,1222.1,0.7,172.81,45.4,160.8,70,420,140,195,johann_hari_this_could_be_why_you_re_depressed_or_anxious,https://hls.ted.com/project_masters/608/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,This could be why you're depressed or anxious,2019-07-20,en,Johann Hari,1222,https://www.ted.com/talks/johann_hari_this_could_be_why_you_re_depressed_or_anxious,18142693,0.067,0.647,0.249,0.037,2019-09-18T14:52:31Z,48103,This could be why you're depressed or anxious
2773,386,3,5,576.5,922.7,0.6,166.48,42.16,157.9,72,400,136,191,tim_harford_how_frustration_can_make_us_more_creative,https://hls.ted.com/project_masters/2570/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How frustration can make us more creative,2015-09-29,en,Tim Harford,922,https://www.ted.com/talks/tim_harford_how_frustration_can_make_us_more_creative,4229234,0.234,0.08,0.504,0.182,2016-01-11T16:35:43Z,2401,How frustration can make us more creative
3237,89,3,3,957.6,1033.0,0.9,162.64,80.99,130.8,59,424,104,197,the_lxd_in_the_internet_age_dance_evolves,https://hls.ted.com/project_masters/1067/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"In the Internet age, dance evolves ...",2010-02-02,en,The LXD,1032,https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves,4232557,0.314,0.631,0.007,0.048,2010-03-05T01:00:00Z,786,"In the Internet age, dance evolves ..."
880,60,4,4,204.9,247.6,0.8,107.51,24.41,99.6,78,376,90,120,dan_finkel_can_you_solve_the_rogue_ai_riddle,https://hls.ted.com/project_masters/4869/manifest.m3u8,3,TED-Ed Original,Can you solve the rogue AI riddle?,2018-08-07,en,Dan Finkel,247,https://www.ted.com/talks/dan_finkel_can_you_solve_the_rogue_ai_riddle,4228099,0.019,0.979,0.0,0.002,2018-08-07T16:03:39Z,21894,Can you solve the rogue AI riddle?
978,78,3,4,249.6,307.5,0.8,120.17,27.81,117.1,72,399,102,133,soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death,https://hls.ted.com/project_masters/6890/manifest.m3u8,3,TED-Ed Original,,2021-06-01,zh-tw,索拉亞‧菲爾德‧菲奧里奧 ,307,https://www.ted.com/talks/soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death,4229113,0.009,0.99,0.0,0.001,2021-06-01T15:20:53Z,77043,吉爾迦美什史詩：一位君王試圖戰勝死亡的故事
2478,316,3,5,488.7,752.7,0.6,256.93,54.89,250.5,78,423,218,291,rebecca_kleinberger_why_you_don_t_like_the_sound_of_your_own_voice,https://hls.ted.com/project_masters/3021/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Why you don't like the sound of your own voice,2017-11-18,en,Rébecca Kleinberger,752,https://www.ted.com/talks/rebecca_kleinberger_why_you_don_t_like_the_sound_of_your_own_voice,4227161,0.144,0.346,0.383,0.127,2018-05-03T20:01:00Z,5990,Why you don't like the sound of your own voice
2780,242,3,5,616.4,819.1,0.8,117.5,44.99,103.8,71,399,91,126,dan_harris_the_benefits_of_not_being_a_jerk_to_yourself,https://hls.ted.com/project_masters/7956/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2022-04-10,zh-cn,丹·哈里斯（Dan Harris）,819,https://www.ted.com/talks/dan_harris_the_benefits_of_not_being_a_jerk_to_yourself,4221000,0.36,0.123,0.481,0.036,2022-10-10T11:37:57Z,95723,不那么混蛋地对自己，有什么好处
1860,193,3,4,426.2,531.9,0.8,158.47,36.38,150.5,80,399,134,175,tom_wujec_got_a_wicked_problem_first_tell_me_how_you_make_toast,https://hls.ted.com/project_masters/4120/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Got a wicked problem? First, tell me how you make toast",2013-06-10,en,Tom Wujec,531,https://www.ted.com/talks/tom_wujec_got_a_wicked_problem_first_tell_me_how_you_make_toast,4207640,0.446,0.246,0.18,0.128,2015-02-05T16:01:26Z,2179,"Got a wicked problem? First, tell me how you make toast"
2439,272,3,5,506.7,708.4,0.7,169.59,51.26,161.5,79,398,129,205,yves_morieux_as_work_gets_more_complex_6_rules_to_simplify,https://hls.ted.com/project_masters/1738/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,"As work gets more complex, 6 rules to simplify",2013-10-22,en,Yves Morieux,708,https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify,4208538,0.532,0.121,0.147,0.2,2014-01-23T15:57:38Z,1911,"As work gets more complex, 6 rules to simplify"
3836,283,4,5,769.6,935.3,0.8,160.6,40.32,152.9,79,414,133,180,christopher_mcdougall_are_we_born_to_run,https://hls.ted.com/project_masters/4488/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Are we born to run?,2010-07-11,en,Christopher McDougall,935,https://www.ted.com/talks/christopher_mcdougall_are_we_born_to_run,4201524,0.355,0.58,0.007,0.058,2011-02-03T15:48:00Z,1067,Are we born to run?
3581,341,4,5,708.6,1022.2,0.7,253.3,55.01,248.4,72,423,214,288,katharine_hayhoe_the_most_important_thing_you_can_do_to_fight_climate_change_talk_about_it,https://hls.ted.com/project_masters/90/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The most important thing you can do to fight climate change: talk about it,2018-11-28,en,Katharine Hayhoe,1022,https://www.ted.com/talks/katharine_hayhoe_the_most_important_thing_you_can_do_to_fight_climate_change_talk_about_it,4205704,0.093,0.055,0.788,0.064,2018-12-14T15:54:54Z,29968,The most important thing you can do to fight climate change: talk about it
1011,10,4,4,229.8,236.8,1.0,130.02,45.7,116.1,73,397,99,145,alex_gendler_the_egyptian_myth_of_the_death_of_osiris,https://hls.ted.com/project_masters/5631/manifest.m3u8,3,TED-Ed Original,The Egyptian myth of the death of Osiris,2020-07-16,en,Alex Gendler,236,https://www.ted.com/talks/alex_gendler_the_egyptian_myth_of_the_death_of_osiris,4192665,0.016,0.984,0.0,0.0,2020-07-16T18:50:25Z,64914,The Egyptian myth of the death of Osiris
1109,96,4,5,215.7,303.1,0.7,140.69,30.5,138.3,80,399,122,155,clint_smith_how_to_raise_a_black_son_in_america,https://hls.ted.com/project_masters/3864/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How to raise a Black son in America,2015-03-10,en,Clint Smith,303,https://www.ted.com/talks/clint_smith_how_to_raise_a_black_son_in_america,4194836,0.273,0.118,0.513,0.096,2015-04-23T15:00:55Z,2240,How to raise a Black son in America
723,51,3,4,171.5,213.9,0.8,113.83,31.18,104.7,79,376,93,129,dan_finkel_can_you_solve_the_secret_werewolf_riddle,https://hls.ted.com/project_masters/4897/manifest.m3u8,3,TED-Ed Original,Can you solve the secret werewolf riddle?,2018-11-08,en,Dan Finkel,213,https://www.ted.com/talks/dan_finkel_can_you_solve_the_secret_werewolf_riddle,4190149,0.026,0.97,0.0,0.004,2018-11-08T20:03:33Z,26916,Can you solve the secret werewolf riddle?
1106,55,4,4,277.8,309.8,0.9,122.93,45.11,110.4,72,400,96,132,william_d_desmond_the_philosophy_of_cynicism,https://hls.ted.com/project_masters/5107/manifest.m3u8,3,TED-Ed Original,,2019-12-19,en,William D. Desmond,309,https://www.ted.com/talks/william_d_desmond_the_philosophy_of_cynicism,4191845,0.019,0.978,0.0,0.003,2019-12-19T16:09:15Z,55140,The philosophy of cynicism
3174,334,3,4,716.4,997.6,0.7,134.56,40.26,124.8,76,399,107,151,richard_wilkinson_how_economic_inequality_harms_societies,https://hls.ted.com/project_masters/1914/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How economic inequality harms societies,2011-07-12,en,Richard Wilkinson,997,https://www.ted.com/talks/richard_wilkinson_how_economic_inequality_harms_societies,4183610,0.623,0.316,0.022,0.039,2011-10-24T15:05:36Z,1253,How economic inequality harms societies
3377,435,3,4,756.0,1075.6,0.7,164.58,46.61,158.2,79,417,131,190,marc_kushner_why_the_buildings_of_the_future_will_be_shaped_by_you,https://hls.ted.com/project_masters/326/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why the buildings of the future will be shaped by ... you,2014-03-10,en,Marc Kushner,1075,https://www.ted.com/talks/marc_kushner_why_the_buildings_of_the_future_will_be_shaped_by_you,4189810,0.217,0.505,0.149,0.129,2015-03-10T15:02:19Z,2183,Why the buildings of the future will be shaped by ... you
729,54,4,4,169.1,197.9,0.9,115.42,30.56,105.0,71,399,94,131,heba_shaheed_what_causes_constipation,https://hls.ted.com/project_masters/9701/manifest.m3u8,3,TED-Ed Original,What causes constipation?,2018-05-07,en,Heba Shaheed,197,https://www.ted.com/talks/heba_shaheed_what_causes_constipation,4181546,0.0,1.0,0.0,0.0,2024-12-12T23:33:52Z,24597,What causes constipation?
2941,372,3,5,650.0,943.3,0.7,200.51,56.19,194.7,71,422,160,233,margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world,https://hls.ted.com/project_masters/589/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The human skills we need in an unpredictable world,2019-07-20,en,Margaret Heffernan,943,https://www.ted.com/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world,4172725,0.139,0.051,0.67,0.14,2019-08-01T14:58:28Z,46585,The human skills we need in an unpredictable world
585,93,3,5,118.0,194.9,0.6,230.95,50.41,221.7,72,418,198,259,nilofer_merchant_got_a_meeting_take_a_walk,https://hls.ted.com/project_masters/1724/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Got a meeting? Take a walk,2013-02-26,en,Nilofer Merchant,194,https://www.ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk,4155589,0.619,0.16,0.098,0.123,2013-04-29T15:00:49Z,1726,Got a meeting? Take a walk
1410,183,4,6,250.7,381.7,0.7,221.07,53.0,212.6,71,423,187,248,natalie_fratto_3_ways_to_measure_your_adaptability_and_how_to_improve_it,https://hls.ted.com/project_masters/540/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,3 ways to measure your adaptability -- and how to improve it,2019-05-14,en,Natalie Fratto,381,https://www.ted.com/talks/natalie_fratto_3_ways_to_measure_your_adaptability_and_how_to_improve_it,4156452,0.191,0.086,0.56,0.163,2019-07-05T14:56:41Z,44204,3 ways to measure your adaptability -- and how to improve it
629,62,3,4,157.9,196.6,0.8,174.57,44.36,173.3,79,402,143,201,richard_st_john_8_secrets_of_success,https://hls.ted.com/project_masters/1999/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,8 secrets of success,2005-02-23,en,Richard St. John,196,https://www.ted.com/talks/richard_st_john_8_secrets_of_success,17273166,0.579,0.235,0.009,0.177,2006-12-14T00:11:00Z,70,8 secrets of success
1804,269,3,4,443.1,611.1,0.7,200.98,54.26,190.1,71,423,166,222,carol_dweck_the_power_of_believing_that_you_can_improve,https://hls.ted.com/project_masters/2364/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The power of believing that you can improve,2014-11-11,en,Carol Dweck,610,https://www.ted.com/talks/carol_dweck_the_power_of_believing_that_you_can_improve,17381122,0.467,0.385,0.054,0.094,2014-12-17T16:12:06Z,2156,The power of believing that you can improve
1049,70,4,4,236.9,283.6,0.8,203.36,62.32,192.9,72,422,167,235,shohini_ghose_the_genius_of_marie_curie,https://hls.ted.com/project_masters/4850/manifest.m3u8,3,TED-Ed Original,The genius of Marie Curie,2017-06-08,en,Shohini Ghose,283,https://www.ted.com/talks/shohini_ghose_the_genius_of_marie_curie,4154961,0.028,0.967,0.0,0.005,2019-04-05T20:05:47Z,24490,The genius of Marie Curie
1233,59,4,4,275.7,306.8,0.9,184.78,49.85,177.1,71,415,158,210,ashley_whillans_3_rules_for_better_work_life_balance,https://hls.ted.com/project_masters/8267/manifest.m3u8,6,Original Content,3 rules for better work-life balance,2021-09-27,en,Ashley Whillans,306,https://www.ted.com/talks/ashley_whillans_3_rules_for_better_work_life_balance,4154276,0.161,0.222,0.447,0.17,2021-09-27T15:02:15Z,81576,3 rules for better work-life balance
2313,345,3,5,471.9,866.5,0.5,216.12,56.63,212.2,69,423,187,243,christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind,https://hls.ted.com/project_masters/2974/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,I don't want children -- stop telling me I'll change my mind,2016-10-28,en,Christen Reighter,866,https://www.ted.com/talks/christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind,4145238,0.106,0.609,0.221,0.064,2017-11-16T20:54:49Z,3365,I don't want children -- stop telling me I'll change my mind
2733,448,3,5,582.7,991.9,0.6,178.46,43.71,176.8,72,410,145,209,tony_fadell_the_first_secret_of_design_is_noticing,https://hls.ted.com/project_masters/3801/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The first secret of design is ... noticing,2015-03-25,en,Tony Fadell,991,https://www.ted.com/talks/tony_fadell_the_first_secret_of_design_is_noticing,4144352,0.206,0.537,0.159,0.098,2015-06-03T14:59:03Z,2274,The first secret of design is ... noticing
3927,278,4,5,780.8,963.5,0.8,158.01,46.62,148.9,70,421,125,179,dan_ariely_our_buggy_moral_code,https://hls.ted.com/project_masters/725/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Our buggy moral code,2009-02-07,en,Dan Ariely,963,https://www.ted.com/talks/dan_ariely_our_buggy_moral_code,4130645,0.646,0.234,0.01,0.11,2009-03-17T01:00:00Z,487,Our buggy moral code
